example_id,customer_message,conversation_context,retrieved_evidence,agent_reply,groundedness,helpfulness,relevance,brand_alignment,safety,overall,notes
gold_046,"Uh, hello? You’ve already buggered up my system with one upgrade, so the solution is to further upgrade? WHY was I offered 11.0.3 last week?",Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 02 00:10:02 +0000 2017),"[apple_01906] Cust: 11.1.2. iPhone 6 (upgrade is coming) | Agent: Thanks. Let's look into that further. Send us a DM and we'll go from there.
[apple_02548] Cust: Hi, I have an iphone 6. Should i upgrade to IOS 11 ? | Agent: Thanks for reaching out. We always recommend that you upgrade to our latest version of iOS, to get the most current features and security protections. Before upgrading, be sure to make a backup so your information will be safe:
[apple_02884] Cust: hello I’ve been trying to get verification code for signing in to my apple ID but I didn’t receive any code. Need help. | Agent: Hi there! You caught us while we were out of the office. Were you able to get that verification code? If not, where are you attempting to receive it? On an iPhone?",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,2,2,3,5,2,Tone-deaf generic reply to a customer asking why they were offered an older update.
gold_048,I cannot access any os beyond lion v 10.7.5 that my old macbook 2007 has. My new macbook wont start. So not helpful,Customer inbound tweet to @AppleSupport (Recorded: Wed Nov 01 21:28:39 +0000 2017),"[apple_01692] Cust: last night, my new MacBook could not detect the SSD after fail to install new OS. what should I do to back up data for new MacBook 12""? | Agent: Thanks for reaching out. We'd be happy to look into options available for you. Would you please join us in DM to continue?
[apple_01536] Cust: Need to get the OS x 10.9 update on an old Mac OS 10.8 help | Agent: We are glad to look into this. Send us a DM with more details and we'll check out options together.
[apple_02218] Cust: why is my MacBook doing this | Agent: We can work together on this display issue. Were there any recent changes to the Mac or damage (liquid contact or drops). Let us know in DM to get started.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,2,2,4,4,2,Customer stated new MacBook won't start; generic greeting misses basic recovery steps.
gold_051,No I don’t & I have the latest update,Customer inbound tweet to @AppleSupport (Recorded: Wed Nov 01 23:06:26 +0000 2017),"[apple_04399] Cust: Latest update fixed it 👍🏻 | Agent: We're glad to hear that's working for you now. Please reach out to us if you have questions in the future. Have a great week.
[apple_00604] Cust: The latest update from yesterday | Agent: DM us using the link below. We'll look into things from there.
[apple_00566] Cust: My phone is experiencing the same thing and I️ have the 7 with the latest update... | Agent: We'd like to look into this with you. DM us and we'll go from there.","We understand glitches are frustrating. Please back up your device and update to the latest iOS/macOS release. If the issue persists after restarting, send us a DM with your exact OS version.",3,2,2,3,5,2,"Customer explicitly said they have the latest update, but agent tells them to update."
gold_052,hey you know you’re not supposed to slow technology as you update? my iphone is easily 3 times slower thanks to your update 🖕🏼,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 30 13:53:34 +0000 2017),"[apple_04675] Cust: Hey is it supposed to do that? | Agent: We'd be happy to look into this. To start, can you let us know which device and software version you're using?
[apple_04331] Cust: me too. What’s with this update | Agent: We’re here to help. Let’s team up in DM and we’ll do our best to assist you.
[apple_00793] Cust: No, and not that I know of. | Agent: Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there.","We understand glitches are frustrating. Please back up your device and update to the latest iOS/macOS release. If the issue persists after restarting, send us a DM with your exact OS version.",4,3,4,4,5,4,Handled hostile profanity well with constructive troubleshooting steps.
gold_062,why does my phone jump from 60% to 30% phone battery and then die before it reaches 20%? So annoying 🙃🙃,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 30 15:05:32 +0000 2017),"[apple_00781] Cust: it had 60% before the error. | Agent: That is good to know. Let's still give it about 20 minutes or so. Please do keep us in the loop.
[apple_01505] Cust: Why does my phone vibrate for no reason since I’ve updated it ?? | Agent: We'd like to look into this with you. May we ask what type of iPhone you have?
[apple_04961] Cust: How does my phone lose battery while it’s charging??? How Sway?? | Agent: We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're using? Also, when did this issue begin?","We'd like to help with your device. Try restarting, verify battery health in Settings > Battery, and inspect ports for debris. Visit https://support.apple.com for repair options or DM us.",5,5,5,5,5,5,Spot-on battery diagnostics and official support links.
gold_064,It would be nice if i could get a response?!,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 30 15:15:00 +0000 2017),"[apple_02401] Cust: Turned it off and in again and now they’re working. Thank you for the swift response. :) | Agent: We're glad to hear that it's working. We hope you enjoy the rest of your day.
[apple_04038] Cust: I haven’t done anything waiting for your response | Agent: Let's continue working together as a team. Please DM us and we'll get started.
[apple_03806] Cust: Oh nice! Good idea. 🙏🏻 | Agent: Please keep us posted.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,4,4,4,4,5,4,Appropriate prompt asking the customer for their device issue.
gold_065,this happens to my lock screen once a day at least. I hope 11.2 is going to fix this. No date/time and can’t swipe Down to see notifications or control center. Only up to unlock.,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 30 15:47:32 +0000 2017),"[apple_02311] Cust: I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ .... when are you going to fix this!? | Agent: We're here for you. Let's get you updated to iOS 11.1.2 to see if the issue persists. You can find instructions on backing up and updating here:
[apple_03450] Cust: when are y’all going to fix >> I.T | Agent: Thanks for contacting us, meet us in DM with the iOS version you're currently on and we'll go from there.
[apple_01043] Cust: Yes on the lock screen | Agent: We're here to help. DM us so we can look into this further with you.","We'd like to help with your device. Try restarting, verify battery health in Settings > Battery, and inspect ports for debris. Visit https://support.apple.com for repair options or DM us.",2,2,2,3,4,2,Template mismatch: tells user to inspect charging ports for a lockscreen notification UI freeze.
gold_080,"I’m wondering why stuff is not sending and I look and it’s because WiFi is on. So not only is data not working, the phone is acting on its own by turning WiFi back on after I turn it off. If I turn it off, it should stay off. Period.",Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 23 20:13:51 +0000 2017),"[apple_04163] Cust: wifi is always turn on #iOS11 | Agent: We'd be glad to help with that. We have changed how you turn off Wi-Fi, you’ll find the steps here:
[apple_00318] Cust: my phone was acting up. I then restarted it and now all it does is stay on the apple logo when I turn it on. Wtf | Agent: We’ve got your back. Let us know if the steps in this article help with your iPhone:
[apple_03693] Cust: Ever since I updated my phone, it’s been acting up. I will sue you guys. | Agent: We want to help you out. Send us a DM and let us know what iPhone and version of iOS you are running.","Let's get you connected again. Try toggling Airplane Mode, resetting network settings in Settings > General > Transfer or Reset iPhone > Reset Network Settings, or re-pairing your Bluetooth device.",4,3,4,4,5,4,Accurately classified as connectivity; provides legitimate network settings reset steps.
gold_081,"Ok guys, I’m going to let you have this one because it’s been 3 updates and you haven’t fixed the issue, but I want it on the record that it’s stupid that “control” center doesn’t allow you to control your phone and you have to be all extra and open settings.",Customer inbound tweet to @AppleSupport (Recorded: Fri Nov 24 14:52:01 +0000 2017),"[apple_00053] Cust: And why is my music NEVER in my control center?! | Agent: We're here to help out! Which device is this on and which version of iOS is currently installed?
[apple_00731] Cust: Apple music in control center doesn’t show the song name and i can’t change the song or anything. | Agent: Got it, thanks. Let us know the exact iOS installed in a DM and we'll continue.
[apple_00468] Cust: I’m turning it off from the control center I believe | Agent: OK! Take a look here for the way Wi-Fi functions in the Control Center of iOS 11:",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,2,2,3,5,2,Misses design feedback intent on Control Center behavior.
gold_083,Series 3 38mm non LATE latest watchos,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 23 23:35:00 +0000 2017),"[apple_03473] Cust: Latest WatchOS 4.1 and iOS 11.1.2 Watch series 3. Non cellular. iPhone 8plus | Agent: Okay. Let's try unpairing the Watch from the iPhone. This is the equivalent to restoring to factory settings, and is a great step to resolve this. Follow the steps here: Once done, pair the Watch back to your phone. Let us know if this works.
[apple_03269] Cust: why isn’t iPhone X able to download the latest watchOS? | Agent: We'd love to help you out. What happens when you try to download? Which iOS version is installed on your iPhone X? Tap Settings > General > About and provide us with what is next to Version.
[apple_01034] Cust: iOS 11.1 + watchOS 4 | Agent: Send a DM to continue.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,4,4,4,5,4,Sensible question asking customer for their specific issue given device model.
gold_086,Nothin. It’ll say they’re set but nothing will happen. I’ve done everything I can think of n still no luck ????,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 23 22:30:58 +0000 2017),"[apple_01404] Cust: why can’t I️ say I️ when I️ text. | Agent: We've received your DM as well. We're on our way there to begin assisting. Please await our response.
[apple_04990] Cust: I’ll take a look at it but I’ve never changed any of my settings, they’ve been set correctly since before the update. | Agent: Got it. After reviewing our support article and the issue persist, please DM us and we'll continue to review this for you.
[apple_03273] Cust: Thank you! I'll get on it. | Agent: Sounds like a plan! Don't hesitate to reach back out if you have questions in the future. We're here for you.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,3,3,4,5,3,Ambiguous tweet; asking for more details about the device and question is acceptable.
gold_087,Thank you for not trying to solve my problem and thank you for the high morals of your customer service staff at your company and for not caring for your customers I decided now to go to the Samsung store and see there products!,Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 23 20:50:30 +0000 2017),"[apple_00586] Cust: How can i solve this problem? | Agent: Let's have a look at this. Please DM us here:
[apple_04297] Cust: Thank you will do it now | Agent: It's our please. We'll look forward to continuing and will be on the lookout for your DM.
[apple_02389] Cust: Thank you very much! | Agent: You're welcome and please feel free to reach back out if we can be of any further assistance!",Thank you for sharing your feedback with Apple Support. We appreciate hearing from our customers and are always working to improve our products and services.,4,2,3,3,4,2,"Correctly classified as feedback, but canned response is tone-deaf to sarcastic complaint."
gold_094,"FED UP! My iPhone 6+ is useless after the latest major update! Something has got to give or Samsung will have a new customer! Makes me think twice about my: 6-iPhone 6s, 2-Mac Airs, 1-Mac mini, 4-airport extremes and 5-AppleTVs.",Customer inbound tweet to @AppleSupport (Recorded: Thu Nov 23 22:21:26 +0000 2017),"[apple_04506] Cust: That makes me think it’s the battery | Agent: What's the exact OS version number installed on your Mac? Please DM us here:
[apple_04017] Cust: iPhone 6S, software 10.3.3 | Agent: Let's figure out what's going on. Send us a DM so we can gather some info.
[apple_02646] Cust: It's a iPhone 6s and i cannot get signal anywhere. | Agent: When did this first start? Which version of the iOS is currently installed?",Let's look into this further together. Please send us a Direct Message with your details so our team can assist: https://twitter.com/messages/compose?recipient_id=AppleSupport,5,4,4,5,5,5,Great escalation to private DM for an angry multi-device enterprise/family customer.
gold_118,Anyone else having problems sending #Hotmail from iOS 11.1.1? I receive email. When sending I get “Cannot send. The message was rejected by the server.”,Customer inbound tweet to @AppleSupport (Recorded: Wed Nov 22 16:14:04 +0000 2017),"[apple_01183] Cust: It freezes constantly having problems sending text messages I constantly turn it off and on because I can not call out and at times no sound | Agent: Got it. Please DM us and we will continue troubleshooting from there.
[apple_03313] Cust: Hotmail sending worked after installing the iOS 11.1.2 update. Thanks for your help. | Agent: We're glad to hear you can send emails again. You're welcome. If you need any further help, let us know.
[apple_03662] Cust: I will send a message to someone, but later he will answer me, his message will be above my message.please help me. | Agent: Hi there. We'd like to look into this. We'd just like to confirm we understand. Are your message threads appearing out of order? DM us and let us know.",Let's look into this further together. Please send us a Direct Message with your details so our team can assist: https://twitter.com/messages/compose?recipient_id=AppleSupport,4,4,4,4,5,4,Appropriately routes specific server rejection error to DM.
gold_121,"Allez vous faire enculer avec vos mise à jours de merde la, plus y’a de maj plus le téléphone bug ptn",Customer inbound tweet to @AppleSupport (Recorded: Fri Nov 24 17:19:00 +0000 2017),"[apple_00517] Cust: I have the iPhone 7 Plus but i can’t do that 😢 | Agent: Thanks for reaching out. We are always happy to help. Are you running iOS 11.1? If not, learn how here:
[apple_03657] Cust: Bonsoir j’en ai marre que la wifi s’active toute seule et j’ai pas que ça à faire de tout le temps la désactiver, et ça me prend de la batterie bordel ! | Agent: We offer support via Twitter in English. Contact us for help in your preferred language here:
[apple_04371] Cust: Grosse blague la nouvelle mise à jour iOS 11.0.2! Mon tel est bloqué impossible d'utiliser le tactile impeccable 😡! | Agent: We offer support via Twitter in English. Contact us for help in your preferred language here:",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,2,2,3,4,2,Failed to detect non-English query and provide localized language routing link.
gold_122,Why is this happening -it happens no matter what WiFi I'm connected to.,Customer inbound tweet to @AppleSupport (Recorded: Fri Nov 24 17:01:33 +0000 2017),"[apple_00440] Cust: It’s still happening | Agent: Let's continue to work together on this issue. Send us a DM.
[apple_00066] Cust: So why is this happening I️ I️ I️ | Agent: We'd be glad to see what we can do for you. Let's meet up in DM first. Thanks!
[apple_00771] Cust: It’s happening with mine too | Agent: We'd like to help. DM us and tell us the exact version of iOS you're running.","Let's get you connected again. Try toggling Airplane Mode, resetting network settings in Settings > General > Transfer or Reset iPhone > Reset Network Settings, or re-pairing your Bluetooth device.",5,4,4,4,5,4,Solid connectivity troubleshooting with accurate navigation paths.
gold_125,"Just got the X, everything is as up to date as possible.",Customer inbound tweet to @AppleSupport (Recorded: Fri Nov 24 19:03:30 +0000 2017),"[apple_02281] Cust: iOS 11.1.2 - it’s up to date | Agent: OK, thanks. So that we can look into this further, use the link below to DM us, and we’ll take it from there.
[apple_00037] Cust: Battery life just got worst. | Agent: We'll make sure to get this straightened out. DM us, and we'll see you there.
[apple_03819] Cust: I️t says that I have an update but then that it’s up to date. | Agent: Send us a DM, we'll join you there.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,4,4,4,4,5,4,User provided device status without problem statement; asking how to help is correct.
gold_135,Thanks! I'm using a MacBook Air 'early 2015' with software macOS High Sierra.,Customer inbound tweet to @AppleSupport (Recorded: Fri Nov 24 21:35:29 +0000 2017),"[apple_04529] Cust: the loading time of pages on safari is slower in Macos high sierra, Macbook Air 2015 | Agent: We're happy to look into this with you. Is this issue only happening in Safari or does it happen in other browsers?
[apple_01418] Cust: This happened to me once before, and decided to record it when it happened again. MacBook Air 13' Early 2015 | Agent: Thanks for the video. This is very helpful. We want you to be able to use your menu items. Let's see what we can do to get you a resolution. Does restarting your Mac help? What MacOS are you running? Let us know in DM.
[apple_02634] Cust: So is Logic Pro X not supported by macOS High Sierra? ? Is that why the software isn’t working? | Agent: If you're having trouble with Logic Pro X, we recommend contacting our experts by phone that can help with this. Here's a link to get started:",Let's look into this further together. Please send us a Direct Message with your details so our team can assist: https://twitter.com/messages/compose?recipient_id=AppleSupport,4,4,4,4,5,4,Invites user to DM to continue troubleshooting their MacBook.
gold_142,And I tried resetting my phone,Customer inbound tweet to @AppleSupport (Recorded: Wed Oct 04 21:04:26 +0000 2017),"[apple_02200] Cust: I tried all of those so that’s not the issue. I have even tried resetting my phone to factory settings. Now my music app isn’t working. | Agent: Perfect, thanks for that info! Go ahead and reach out to us in DM and tell us more about the exact steps you took to reset your iPhone to factory settings. Also, tell us more about what's not working with the Music app. We'll get this taken care of together.
[apple_00002] Cust: Tried resetting my settings .. restarting my phone .. all that | Agent: Let's go to DM for the next steps. DM us here:
[apple_00445] Cust: iOS11 I’ve tried resetting the keyboard it didn’t work. | Agent: Join us in DM and send us a screenshot of Settings > General > About.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,3,3,4,5,3,Mid-thread fragment handled with standard intake question.
gold_145,Where did the tones tab go from my iTunes! I can’t even download / get my made ringtones 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ #annoyed!,Customer inbound tweet to @AppleSupport (Recorded: Wed Nov 01 12:59:32 +0000 2017),"[apple_03425] Cust: I've read that and I have no id a what it's telling me to do 😰 so annoyed. | Agent: Were you able to go through the part where it shows how to save the photos or videos from iCloud?
[apple_01728] Cust: the app crashes when you are navigating on the ‘you’ tab. Happened several times today | Agent: Thanks for reaching out. We'd be happy to help. What device are you using Apple Music with?
[apple_02501] Cust: why can i not download my pictures??? | Agent: We'd like to help you with your photos. Do you have iCloud Photo Library enabled? Let us know in DM:",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,3,2,2,3,5,2,Customer asked specific question about missing Tones tab in iTunes; greeting ignores it.
gold_146,my phone glitches all the time.,Customer inbound tweet to @AppleSupport (Recorded: Mon Oct 16 18:51:00 +0000 2017),"[apple_00423] Cust: i would rather be called a peasant than use a phone that glitches out when “I️” type the letter “I️” figure your shit out. | Agent: Here’s what you can do to work around the issue until it’s fixed in a future software update:
[apple_04060] Cust: My locked screen goes blank at least 5 times a day, have to restart my phone, it glitches and freezes. | Agent: You're in the right place, we'll do all we can to help. Connect with us in DM and we'll get started:
[apple_04823] Cust: Your update has been shit since it came out my phone glitches like no tomorrow on a phone call battery dies faster and I have apps freeze | Agent: Let's look into this for you. Send us a DM with your exact iOS version to get started.",Thanks for reaching out to Apple Support. How can we help you today? Please reply with more details about your device and question so we can assist.,4,4,4,4,5,4,Appropriate intake question given the total lack of specifics from user.
gold_163,new upgrade to iOS 11 sucks. Even more of my apps are snagging and now my email won’t load 😢 Wish I’d never upgraded.....,Customer inbound tweet to @AppleSupport (Recorded: Thu Oct 05 00:32:29 +0000 2017),"[apple_02548] Cust: Hi, I have an iphone 6. Should i upgrade to IOS 11 ? | Agent: Thanks for reaching out. We always recommend that you upgrade to our latest version of iOS, to get the most current features and security protections. Before upgrading, be sure to make a backup so your information will be safe:
[apple_01079] Cust: Hey iOS 11 sucks none of my apps can update anymore | Agent: Let us know via DM what occurs when trying to update, then we can work together to get it resolved.
[apple_01415] Cust: it whirrs around slowly. Facebook won't load | Agent: iOS 11.1 is now available. Let's update and see if the issue persists. Let us know the results in DM.","We understand glitches are frustrating. Please back up your device and update to the latest iOS/macOS release. If the issue persists after restarting, send us a DM with your exact OS version.",4,4,4,5,5,4,Empathizes with frustration and gives standard post-upgrade troubleshooting.
gold_164,"So wish I hadn’t updated to iOS 11, everything taking ages to load, mail only partially loading. Solution? Quickly, please!",Customer inbound tweet to @AppleSupport (Recorded: Tue Oct 03 14:26:47 +0000 2017),"[apple_02788] Cust: Updated to iOS 11.1.2 and now i have no sound 👍🏼 #sickupdatedudes | Agent: We don't want you to be without any sound on your device. We can definitely look into this further with you. Let us know if this helps:
[apple_03878] Cust: I updated it to IOS 11.1.2 or whichever was the newest one | Agent: Great! Next we'd like to have you take a look at the steps listed in this article under, ""If an alert says that your accessory isn't supported or certified"" and let us know in DM if the issue persists:
[apple_03823] Cust: ever since I updated to iOS 11 my battery seems to run out really quickly. Any suggestions why? Please fix x | Agent: We'd be happy to look into this with you. Could you please confirm for us the exact iOS version you're currently running? This will help you locate that","We understand glitches are frustrating. Please back up your device and update to the latest iOS/macOS release. If the issue persists after restarting, send us a DM with your exact OS version.",4,4,4,5,5,4,Addresses performance degradation post-update with clear steps.
gold_180,"ever since updating my iOS, nobody can hear my voice on calls. What’s the fix?? Work phone, urgent.",Customer inbound tweet to @AppleSupport (Recorded: Wed Oct 11 18:14:00 +0000 2017),"[apple_04733] Cust: However since updating IOS, my battery is terrible 🤦‍♀️ | Agent: Let's work together to get as long a battery life from your device as possible. Which model do you have? Is iOS 11.0.2 installed?
[apple_00485] Cust: After the last update, I cannot hear my phone calls. What is happening? | Agent: Send us a DM and let us know what version of iOS you're currently running. We'll go from there.
[apple_01145] Cust: Bluetooth connectivity issues after updating iOS | Agent: We want to help. Are you updated to iOS 11.1? What are you experiencing with Bluetooth?","We understand glitches are frustrating. Please back up your device and update to the latest iOS/macOS release. If the issue persists after restarting, send us a DM with your exact OS version.",4,3,3,4,5,3,Routine software template is acceptable but lacks specific microphone diagnostics.
